
TIME STEP:
125 = 20us

VOLTAGE STEP:
CH1:  32 = 50mV
CH2:  32 = 15mV
GND	-23	128
N	CH1	CH2

0	118	128
1	113	128
2	108	128
3	104	128
4	100	128
5	97	128
6	93	128
7	90	128
8	87	128
9	85	128
10	82	128
11	80	128
12	79	128
13	76	128
14	76	128
15	78	128
16	76	128
17	68	128
18	67	128
19	69	128
20	71	128
21	71	128
22	71	128
23	72	128
24	71	128
25	73	128
26	73	128
27	74	128
28	75	128
29	77	128
30	77	128
31	79	128
32	80	128
33	83	128
34	84	128
35	87	128
36	90	128
37	93	128
38	96	128
39	99	128
40	103	127
41	106	128
42	110	128
43	114	128
44	119	128
45	123	128
46	129	128
47	134	128
48	139	128
49	144	127
50	149	128
51	155	128
52	161	128
53	167	128
54	173	128
55	179	128
56	185	128
57	191	128
58	197	128
59	204	128
60	210	128
61	215	128
62	220	128
63	225	128
64	231	128
65	235	128
66	239	128
67	243	128
68	245	128
69	247	128
70	249	128
71	251	128
72	251	128
73	251	128
74	251	128
75	249	128
76	247	128
77	245	128
78	243	128
79	239	128
80	235	128
81	231	128
82	226	129
83	222	128
84	217	128
85	212	128
86	207	128
87	201	128
88	195	128
89	191	128
90	186	128
91	182	128
92	174	128
93	168	128
94	163	128
95	159	128
96	156	128
97	151	128
98	147	129
99	143	128
100	138	129
101	134	128
102	131	128
103	128	128
104	125	128
105	122	128
106	118	128
107	115	128
108	112	129
109	110	128
110	109	128
111	107	128
112	103	128
113	103	128
114	102	128
115	101	128
116	98	128
117	97	128
118	97	128
119	96	128
120	95	129
121	94	128
122	94	128
123	94	129
124	94	128
125	94	128
126	94	128
127	94	128
128	95	128
129	95	128
130	95	128
131	97	128
132	97	128
133	99	128
134	100	128
135	101	128
136	102	128
137	104	128
138	106	128
139	108	128
140	110	129
141	112	128
142	114	128
143	116	128
144	120	128
145	122	128
146	125	128
147	128	128
148	131	129
149	134	128
150	136	128
151	139	128
152	143	128
153	147	128
154	151	128
155	154	128
156	157	128
157	161	128
158	164	128
159	168	127
160	172	128
161	175	128
162	179	128
163	182	128
164	185	128
165	188	128
166	191	128
167	194	129
168	197	128
169	198	129
170	201	128
171	203	129
172	204	128
173	206	128
174	207	128
175	208	129
176	209	128
177	209	128
178	209	128
179	209	129
180	208	129
181	207	128
182	206	129
183	205	128
184	203	129
185	201	128
186	199	128
187	197	129
188	195	128
189	193	129
190	190	129
191	187	128
192	185	128
193	182	128
194	179	128
195	176	128
196	173	128
197	170	128
198	166	128
199	163	128
200	160	128
201	157	129
202	155	128
203	152	128
204	149	128
205	146	128
206	143	128
207	141	128
208	138	128
209	136	128
210	134	128
211	132	128
212	129	128
213	127	128
214	125	128
215	123	128
216	121	128
217	120	128
218	119	128
219	117	128
220	115	128
221	114	128
222	113	128
223	113	128
224	112	127
225	111	128
226	110	128
227	109	128
228	109	128
229	109	128
230	109	128
231	109	128
232	109	128
233	109	128
234	109	128
235	109	128
236	110	128
237	111	128
238	112	128
239	112	128
240	114	128
241	114	128
242	115	128
243	117	128
