Время	Канал A
(uс)	(В)

-10.24783887	0.01464888
-10.22783887	0.01464888
-10.20783887	0.01464888
-10.18783887	0.00570696
-10.16783887	0.01464888
-10.14783887	0.01464888
-10.12783887	0.01464888
-10.10783887	0.00570696
-10.08783887	0.01464888
-10.06783887	0.01464888
-10.04783887	0.01464888
-10.02783887	0.00570696
-10.00783887	0.00570696
-9.98783887	0.01464888
-9.96783887	0.01464888
-9.94783887	0.01464888
-9.92783887	0.01464888
-9.90783887	0.01464888
-9.88783887	0.01464888
-9.86783887	0.00570696
-9.84783888	0.01464888
-9.82783888	0.01464888
-9.80783888	0.00570696
-9.78783888	0.01464888
-9.76783888	0.01464888
-9.74783888	0.01464888
-9.72783888	0.01464888
-9.70783888	0.01464888
-9.68783888	0.00570696
-9.66783888	0.01464888
-9.64783888	0.01464888
-9.62783888	0.00570696
-9.60783888	0.00570696
-9.58783888	0.01464888
-9.56783888	0.00570696
-9.54783888	0.01464888
-9.52783888	0.00570696
-9.50783888	0.01464888
-9.48783888	0.01464888
-9.46783888	0.00570696
-9.44783888	0.00570696
-9.42783888	0.00570696
-9.40783888	0.01464888
-9.38783888	0.01464888
-9.36783888	0.00570696
-9.34783888	0.01464888
-9.32783888	0.01464888
-9.30783888	0.01464888
-9.28783888	0.00570696
-9.26783888	0.00570696
-9.24783888	0.00570696
-9.22783888	0.01464888
-9.20783888	0.00570696
-9.18783888	0.00570696
-9.16783888	0.00570696
-9.14783888	0.01464888
-9.12783888	0.01464888
-9.10783888	0.00570696
-9.08783888	0.00570696
-9.06783888	0.00570696
-9.04783888	0.00570696
-9.02783888	0.00570696
-9.00783888	0.00570696
-8.98783888	0.01464888
-8.96783888	0.01464888
-8.94783888	0.00570696
-8.92783888	0.00570696
-8.90783888	0.00570696
-8.88783888	0.01464888
-8.86783888	0.00570696
-8.84783888	0.01464888
-8.82783888	0.00570696
-8.80783888	0.00570696
-8.78783888	0.00570696
-8.76783888	0.01464888
-8.74783888	0.00570696
-8.72783888	0.01464888
-8.70783888	0.00570696
-8.68783888	0.00570696
-8.66783888	0.00570696
-8.64783888	0.00570696
-8.62783888	0.01464888
-8.60783888	0.00570696
-8.58783888	0.00570696
-8.56783888	0.01464888
-8.54783888	0.00570696
-8.52783888	0.00570696
-8.50783888	0.00570696
-8.48783888	0.00570696
-8.46783888	0.00570696
-8.44783888	0.01464888
-8.42783888	0.00570696
-8.40783888	0.01464888
-8.38783888	0.00570696
-8.36783888	0.00570696
-8.34783888	0.00570696
-8.32783888	0.00570696
-8.30783888	0.00570696
-8.28783888	0.00570696
-8.26783888	0.00570696
-8.24783888	0.00570696
-8.22783888	0.01464888
-8.20783888	0.00570696
-8.18783889	0.00570696
