TIME STEP:
125 = 20us

VOLTAGE STEP:
CH1:  32 = 50mV
CH2:  32 = 15mV
GND	1	128

N	CH1	CH2
0	9	128
1	9	128
2	10	128
3	10	128
4	9	128
5	9	128
6	10	128
7	10	128
8	9	128
9	10	128
10	10	128
11	9	128
12	11	128
13	11	128
14	8	128
15	14	128
16	12	128
17	14	128
18	8	128
19	11	128
20	9	128
21	11	128
22	10	128
23	10	128
24	9	128
25	10	128
26	10	128
27	10	128
28	10	128
29	9	128
30	10	128
31	10	128
32	10	128
33	9	128
34	10	128
35	9	128
36	10	128
37	9	128
38	10	128
39	9	128
40	10	128
41	10	128
42	10	128
43	9	128
44	10	128
45	10	128
46	10	128
47	10	128
48	10	128
49	9	128
50	10	128
51	10	127
52	10	127
53	10	128
54	10	128
55	10	128
56	10	127
57	10	128
58	10	128
59	10	128
60	10	128
61	10	128
62	10	128
63	11	128
64	11	128
65	11	128
66	11	128
67	12	128
68	12	127
69	13	128
70	14	128
71	15	127
72	16	128
73	17	127
74	20	127
75	24	128
76	31	128
77	46	128
78	102	128
79	231	127
80	255	128
81	255	128
82	255	128
83	255	128
84	255	128
85	255	128
86	255	128
87	255	128
88	255	128
89	255	128
90	255	128
91	255	128
92	255	128
93	255	128
94	255	128
95	255	128
96	255	128
97	255	128
98	255	128
99	255	128
100	255	128
101	255	128
102	255	128
103	255	128
104	236	128
105	219	128
106	196	128
107	168	127
108	143	127
109	124	127
110	113	127
111	107	127
112	100	127
113	89	128
114	79	127
115	70	127
116	62	127
117	55	127
118	50	127
119	47	128
120	43	127
121	40	127
122	37	128
123	34	128
124	32	128
125	31	127
126	29	128
127	27	128
128	26	127
129	25	128
130	25	128
131	23	128
132	23	128
133	22	128
134	21	127
135	21	128
136	20	128
137	20	128
138	19	128
139	19	128
140	18	128
141	18	128
142	17	128
143	17	128
144	16	128
145	16	128
146	16	128
147	15	128
148	15	128
149	15	128
150	15	128
151	15	128
152	15	128
153	14	128
154	14	128
155	14	128
156	14	128
157	13	128
158	13	128
159	13	128
160	13	128
