
TIME STEP:
125 = 20us

VOLTAGE STEP:
CH1:  32 = 50mV
CH2:  32 = 15mV
GND	-16	128
N	CH1	CH2

0	6	128
1	6	128
2	5	128
3	6	128
4	5	128
5	5	128
6	5	128
7	5	128
8	6	128
9	6	128
10	6	128
11	7	128
12	7	128
13	7	128
14	8	128
15	8	128
16	9	128
17	10	128
18	11	128
19	13	128
20	14	128
21	17	128
22	20	128
23	26	128
24	35	128
25	47	128
26	61	128
27	72	128
28	79	128
29	81	128
30	85	128
31	93	128
32	107	128
33	126	128
34	145	129
35	161	128
36	175	128
37	189	129
38	209	128
39	234	129
40	255	129
41	255	128
42	255	128
43	255	129
44	255	129
45	255	129
46	255	129
47	255	129
48	255	128
49	255	129
50	255	129
51	255	129
52	255	129
53	255	129
54	255	129
55	255	129
56	255	129
57	255	129
58	255	129
59	255	128
60	255	128
61	255	128
62	255	128
63	255	128
64	255	128
65	255	128
66	255	128
67	255	128
68	254	128
69	235	128
70	217	127
71	202	128
72	187	127
73	172	127
74	159	128
75	147	128
76	136	127
77	126	127
78	118	127
79	109	127
80	102	127
81	95	127
82	88	127
83	83	127
84	78	127
85	73	127
86	69	127
87	65	127
88	61	127
89	58	127
90	55	127
91	52	127
92	50	127
93	47	127
94	45	127
95	43	127
96	42	128
97	40	127
98	39	127
99	38	127
100	37	127
101	35	127
102	35	127
103	34	127
104	33	127
105	34	127
106	33	127
107	31	127
108	30	127
109	33	127
110	35	127
111	35	127
112	34	127
113	35	127
114	35	127
115	36	127
116	37	128
117	38	128
118	40	127
119	40	127
120	43	128
121	44	127
122	47	127
123	49	127
124	52	127
125	55	127
126	58	127
127	61	128
128	65	128
129	69	127
130	74	127
131	79	127
132	84	128
133	89	128
134	95	127
135	101	128
136	109	128
137	116	128
138	125	128
139	133	128
140	142	128
141	151	128
142	160	128
143	171	128
144	182	128
145	193	128
146	204	128
147	215	128
148	226	128
149	237	128
150	248	128
151	255	128
152	255	128
153	255	128
154	255	128
155	255	128
156	255	128
157	255	128
158	255	128
159	255	128
160	255	128
161	255	128
162	255	128
163	255	129
164	255	129
165	255	128
166	255	128
167	255	128
168	255	128
169	255	128
170	252	128
171	242	128
172	232	128
173	222	128
174	213	128
175	204	128
176	195	128
177	186	128
178	177	128
179	168	128
180	158	128
181	152	128
182	147	128
183	140	128
184	132	128
185	126	128
186	121	128
187	116	128
188	110	128
189	105	128
190	101	128
191	97	128
192	93	128
193	90	128
194	87	128
195	84	128
196	81	128
197	79	128
198	77	128
199	75	128
200	72	128
201	71	128
202	68	128
203	67	128
204	66	128
205	65	128
206	65	128
207	64	128
208	63	128
209	63	128
210	63	128
211	63	128
212	63	128
213	63	128
214	64	128
215	64	128
216	65	128
217	65	127
218	66	128
219	67	128
220	69	128
221	70	128
222	72	128
223	74	128
224	75	128
225	78	128
226	80	128
227	83	128
228	85	128
229	88	128
230	91	128
231	95	128
232	98	128
233	101	128
