Время,Канал A
(uс),(В)

-10.25794882,0.01464888
-10.23794882,0.01464888
-10.21794882,0.01464888
-10.19794882,0.01464888
-10.17794882,0.01464888
-10.15794882,0.01464888
-10.13794882,0.01464888
-10.11794882,0.01464888
-10.09794882,0.01464888
-10.07794882,0.01464888
-10.05794882,0.01464888
-10.03794882,0.01464888
-10.01794882,0.01464888
-9.99794882,0.01464888
-9.97794882,0.01464888
-9.95794882,0.01464888
-9.93794882,0.01464888
-9.91794882,0.01464888
-9.89794882,0.01464888
-9.87794882,0.01464888
-9.85794882,0.01464888
-9.83794882,0.01464888
-9.81794882,0.01464888
-9.79794882,0.01464888
-9.77794882,0.01464888
-9.75794882,0.01464888
-9.73794882,0.01464888
-9.71794882,0.01464888
-9.69794882,0.01464888
-9.67794882,0.01464888
-9.65794882,0.01464888
-9.63794882,0.01464888
-9.61794882,0.01464888
-9.59794882,0.01464888
-9.57794882,0.01464888
-9.55794882,0.01464888
-9.53794882,0.01464888
-9.51794882,0.01464888
-9.49794882,0.01464888
-9.47794882,0.01464888
-9.45794882,0.01464888
-9.43794882,0.01464888
-9.41794882,0.01464888
-9.39794882,0.01464888
-9.37794882,0.01464888
-9.35794882,0.01464888
-9.33794882,0.01464888
-9.31794882,0.01464888
-9.29794882,0.01464888
-9.27794882,0.01464888
-9.25794882,0.01464888
-9.23794882,0.01464888
-9.21794882,0.01464888
-9.19794882,0.01464888
-9.17794882,0.01464888
-9.15794882,0.01464888
-9.13794882,0.00570696
-9.11794882,0.01464888
-9.09794882,0.01464888
-9.07794882,0.01464888
-9.05794882,0.01464888
-9.03794882,0.01464888
-9.01794882,0.01464888
-8.99794882,0.01464888
-8.97794882,0.01464888
-8.95794882,0.01464888
-8.93794882,0.01464888
-8.91794882,0.01464888
-8.89794882,0.01464888
-8.87794882,0.01464888
-8.85794882,0.01464888
-8.83794882,0.01464888
-8.81794882,0.01464888
-8.79794882,0.01464888
-8.77794882,0.01464888
-8.75794882,0.01464888
-8.73794882,0.01464888
-8.71794883,0.00570696
-8.69794883,0.00570696
-8.67794883,0.00570696
-8.65794883,0.01464888
-8.63794883,0.00570696
-8.61794883,0.01464888
-8.59794883,0.01464888
-8.57794883,0.00570696
-8.55794883,0.01464888
-8.53794883,0.00570696
-8.51794883,0.01464888
-8.49794883,0.00570696
-8.47794883,0.01464888
-8.45794883,0.00570696
-8.43794883,0.00570696
-8.41794883,0.01464888
-8.39794883,0.00570696
-8.37794883,0.01464888
-8.35794883,0.01464888
-8.33794883,0.01464888
-8.31794883,0.01464888
-8.29794883,0.01464888
-8.27794883,0.01464888
-8.25794883,0.01464888
-8.23794883,0.00570696
-8.21794883,0.00570696
-8.19794883,0.01464888
