Время,Канал A
(uс),(В)

-10.25903020,0.00570696
-10.23903021,0.01464888
-10.21903021,0.01464888
-10.19903021,0.00570696
-10.17903021,0.00570696
-10.15903021,0.01464888
-10.13903021,0.00570696
-10.11903021,0.00570696
-10.09903021,0.00570696
-10.07903021,0.00570696
-10.05903021,0.00570696
-10.03903021,0.00570696
-10.01903021,0.00570696
-9.99903021,0.01464888
-9.97903021,0.01464888
-9.95903021,0.00570696
-9.93903021,0.01464888
-9.91903021,0.00570696
-9.89903021,0.00570696
-9.87903021,0.00570696
-9.85903021,0.00570696
-9.83903021,0.00570696
-9.81903021,0.01464888
-9.79903021,0.00570696
-9.77903021,0.00570696
-9.75903021,0.01464888
-9.73903021,0.01464888
-9.71903021,0.01464888
-9.69903021,0.00570696
-9.67903021,0.01464888
-9.65903021,0.01464888
-9.63903021,0.01464888
-9.61903021,0.01464888
-9.59903021,0.00570696
-9.57903021,0.00570696
-9.55903021,0.00570696
-9.53903021,0.01464888
-9.51903021,0.00570696
-9.49903021,0.01464888
-9.47903021,0.01464888
-9.45903021,0.00570696
-9.43903021,0.01464888
-9.41903021,0.00570696
-9.39903021,0.01464888
-9.37903021,0.01464888
-9.35903021,0.00570696
-9.33903021,0.01464888
-9.31903021,0.01464888
-9.29903021,0.01464888
-9.27903021,0.01464888
-9.25903021,0.01464888
-9.23903021,0.01464888
-9.21903021,0.01464888
-9.19903021,0.01464888
-9.17903021,0.01464888
-9.15903021,0.01464888
-9.13903021,0.01464888
-9.11903021,0.01464888
-9.09903021,0.01464888
-9.07903021,0.01464888
-9.05903021,0.01464888
-9.03903021,0.01464888
-9.01903021,0.01464888
-8.99903021,0.01464888
-8.97903021,0.01464888
-8.95903021,0.01464888
-8.93903021,0.01464888
-8.91903021,0.00570696
-8.89903021,0.01464888
-8.87903021,0.01464888
-8.85903021,0.00570696
-8.83903021,0.01464888
-8.81903021,0.01464888
-8.79903021,0.01464888
-8.77903021,0.00570696
-8.75903021,0.01464888
-8.73903021,0.00570696
-8.71903021,0.01464888
-8.69903021,0.01464888
-8.67903021,0.01464888
-8.65903021,0.01464888
-8.63903021,0.01464888
-8.61903021,0.01464888
-8.59903021,0.01464888
-8.57903022,0.01464888
-8.55903022,0.01464888
-8.53903022,0.01464888
-8.51903022,0.01464888
-8.49903022,0.01464888
-8.47903022,0.01464888
-8.45903022,0.01464888
-8.43903022,0.01464888
-8.41903022,0.01464888
-8.39903022,0.01464888
-8.37903022,0.01464888
-8.35903022,0.00570696
-8.33903022,0.00570696
-8.31903022,0.01464888
-8.29903022,0.00570696
-8.27903022,0.01464888
-8.25903022,0.00570696
-8.23903022,0.01464888
-8.21903022,0.01464888
-8.19903022,0.00570696
