0.000000	609.033846	599.217231	602.977231	598.353846
0.100000	613.907692	599.849231	603.800615	598.369231
0.200000	618.283692	600.417846	604.289846	598.377231
0.300000	625.795692	601.512000	604.935385	598.420308
0.400000	633.464615	602.011692	605.504615	598.513846
0.500000	638.094769	603.147692	606.897846	598.716923
0.600000	648.392615	603.863385	608.326769	599.027692
0.700000	652.695385	604.351385	609.314462	599.152000
0.800000	660.672000	605.406769	610.180923	599.395077
0.900000	673.009231	605.766769	612.218462	599.480615
1.000000	682.359692	607.240615	614.097231	599.664000
1.100000	691.229231	608.319385	615.907692	599.837538
1.200000	700.148615	609.509538	617.979692	600.038154
1.300000	713.003692	610.017231	619.345846	600.251077
1.400000	727.024308	611.961846	621.483077	600.658462
1.500000	743.488000	614.388923	625.167385	600.804308
1.600000	760.916000	615.613538	630.236923	601.134154
1.700000	772.779692	617.820308	635.829538	601.511385
1.800000	789.763385	618.929231	636.702769	601.872000
1.900000	813.352308	621.510769	637.052923	602.177846
2.000000	839.234154	625.456000	637.065231	602.639385
2.100000	899.578462	630.888615	637.054769	602.934769
2.200000	926.226462	635.147692	637.046154	603.339077
2.300000	926.278462	635.801846	637.043692	603.832000
2.400000	926.318462	636.131692	637.043692	604.557538
2.500000	926.344923	636.112000	637.027077	605.588308
2.600000	926.363385	636.137846	636.971692	607.053538
2.700000	926.362154	636.168000	636.894154	607.088615
2.800000	926.377231	636.214769	636.810462	607.095385
2.900000	926.376615	636.270154	636.728000	607.118769
3.000000	926.419692	636.308308	636.627077	607.134769
3.100000	926.493846	636.367385	636.572923	607.144000
3.200000	926.644000	636.395077	636.507077	607.160615
3.300000	926.879385	636.403692	636.422154	607.174769
3.400000	927.064923	636.428308	636.337846	607.187692
3.500000	927.263077	636.440000	636.267077	607.194462
3.600000	927.468615	636.414154	636.219077	607.190769
3.700000	927.640308	636.395077	636.229538	607.196308
3.800000	927.792615	636.360615	636.251077	607.216615
3.900000	927.973846	636.301538	636.297846	607.231385
4.000000	928.099385	636.264000	636.371692	607.256000
4.100000	928.150769	636.183385	636.414154	607.285538
4.200000	928.197538	636.138462	636.486769	607.299077
4.300000	928.069231	636.136000	636.582154	607.307692
4.400000	928.005231	636.126769	636.665846	607.309538
4.500000	927.942769	636.122462	636.751385	607.321846
4.600000	927.908308	636.126154	636.837538	607.327385
4.700000	927.909231	636.134769	636.897231	607.326154
4.800000	927.900308	636.143385	636.956308	607.310769
4.900000	927.830769	636.165538	636.981538	607.283692
5.000000	927.777538	636.182154	636.995692	607.256000
5.100000	927.741538	636.254769	637.020308	607.222769
5.200000	927.686154	636.313846	637.028923	607.205538
5.300000	927.750769	636.345231	637.023385	607.200000
5.400000	927.819385	636.376615	637.032615	607.198154
5.500000	927.918154	636.433231	637.042462	607.168615
5.600000	927.995385	636.496615	637.060923	607.153231
5.700000	928.082769	636.544000	637.068308	607.129846
5.800000	928.198769	636.591385	637.068308	607.107692
5.900000	928.422154	636.624615	637.081231	607.088615
6.000000	928.636308	636.651692	637.094154	607.067692
6.100000	928.844000	636.620923	637.107692	607.043692
6.200000	929.009231	636.592615	637.110769	607.011077
6.300000	929.139692	636.582769	637.134154	606.966769
6.400000	929.243077	636.581538	637.156923	606.928000
6.500000	929.316000	636.569231	637.176615	606.917538
6.600000	929.388923	636.553846	637.177231	606.920000
6.700000	929.500000	636.558769	637.186462	606.943385
6.800000	929.589846	636.580923	637.198154	606.966769
6.900000	929.618462	636.624615	637.213538	606.996308
7.000000	929.704923	636.683692	637.227077	607.012923
7.100000	929.793231	636.803077	637.242462	607.037538
7.200000	929.905538	636.893538	637.266462	607.068923
7.300000	930.027385	636.985231	637.264000	607.104000
7.400000	930.189231	637.072615	637.254769	607.129846
7.500000	930.356615	637.134154	637.255385	607.142154
7.600000	930.547692	637.179692	637.246154	607.120615
7.700000	930.669231	637.206154	637.252923	607.099692
7.800000	930.777538	637.207385	637.257231	607.090462
7.900000	930.901231	637.214154	637.265846	607.088000
8.000000	930.962154	637.209231	637.285538	607.097846
8.100000	931.085538	637.172308	637.285538	607.098462
8.200000	931.140000	637.193231	637.274462	607.088000
8.300000	931.182154	637.172308	637.285538	607.080000
8.400000	931.154769	637.136000	637.297231	607.072000
8.500000	931.092308	637.123077	637.292308	607.074462
8.600000	930.955077	637.125538	637.329231	607.092923
8.700000	930.835077	637.140923	637.315692	607.092923
8.800000	930.713846	637.168615	637.304000	607.070154
8.900000	930.561538	637.159385	637.274462	607.036923
9.000000	930.478462	637.142154	637.239385	607.003077
9.100000	930.337538	637.136615	637.216615	606.984000
9.200000	930.308923	637.091077	637.204308	606.972308
9.300000	930.232308	637.090462	637.167385	606.963692
9.400000	930.221846	637.096000	637.133538	606.957538
9.500000	930.262154	637.088615	637.100923	606.935385
9.600000	930.336923	637.094769	637.025846	606.918154
9.700000	930.392923	637.087385	636.997538	606.904000
9.800000	930.527077	637.071385	636.971692	606.908308
9.900000	930.698154	637.072000	636.960000	606.916923
10.000000	930.802769	637.080000	636.961231	606.920615
10.100000	930.939077	637.059077	636.959385	606.911385
10.200000	931.002462	637.043692	636.966769	606.903385
10.300000	931.126769	637.008000	637.000000	606.883692
10.400000	931.214154	636.979692	637.029538	606.874462
10.500000	931.248000	636.968000	637.065846	606.881231
10.600000	931.307692	636.946462	637.122462	606.874462
10.700000	931.402462	636.939692	637.164923	606.887385
10.800000	931.383077	636.937231	637.204923	606.895385
10.900000	931.316615	636.935385	637.251692	606.894154
11.000000	931.313231	636.924308	637.277538	606.905231
11.100000	931.243077	636.946462	637.305231	606.918154
11.200000	931.265846	636.952000	637.334154	606.932308
11.300000	931.304000	636.951385	637.356308	606.953231
11.400000	931.348308	636.945846	637.389538	606.961231
11.500000	931.425231	636.924923	637.428923	606.955077
11.600000	931.500000	636.893538	637.464000	606.964308
11.700000	931.594154	636.846769	637.497231	606.961231
11.800000	931.754769	636.811692	637.526769	606.955692
11.900000	931.904308	636.793846	637.536000	606.964308
12.000000	931.982769	636.787077	637.547692	606.963692
12.100000	932.120308	636.758769	637.569846	606.973538
12.200000	932.145538	636.791385	637.580923	606.976615
12.300000	932.142154	636.857846	637.582154	606.982769
12.400000	932.136615	636.924923	637.571692	606.992615
12.500000	932.123077	636.995077	637.560615	607.014154
12.600000	932.117846	637.062769	637.523692	607.033231
12.700000	932.024000	637.141538	637.499077	607.039385
12.800000	931.911692	637.215385	637.473231	607.054154
12.900000	931.846769	637.276923	637.454154	607.060923
13.000000	931.789538	637.340923	637.441231	607.056000
13.100000	931.686462	637.412308	637.425846	607.036923
13.200000	931.657538	637.423385	637.395692	607.023385
13.300000	931.589846	637.424000	637.372308	607.008615
13.400000	931.526154	637.440615	637.352000	606.983385
13.500000	931.518154	637.450462	637.334154	606.955077
13.600000	931.466769	637.462769	637.374154	606.913231
13.700000	931.545538	637.474462	637.398154	606.893538
13.800000	931.641538	637.461538	637.430769	606.858462
13.900000	931.738154	637.445538	637.476923	606.819077
14.000000	931.865231	637.432615	637.514462	606.793231
14.100000	932.091077	637.425231	637.537231	606.779692
14.200000	932.219385	637.409846	637.593846	606.766769
14.300000	932.371077	637.366154	637.645538	606.745231
14.400000	932.540000	637.302769	637.702769	606.745231
14.500000	932.638462	637.249231	637.742154	606.750154
14.600000	932.777846	637.200000	637.746462	606.764308
14.700000	932.844308	637.146462	637.767385	606.765538
14.800000	932.925538	637.134154	637.793231	606.772308
14.900000	932.975385	637.116923	637.801231	606.792000
15.000000	932.991077	637.085538	637.820923	606.817846
15.100000	932.970154	637.054769	637.863385	606.846154
15.200000	933.073538	637.056000	637.875077	606.870154
15.300000	933.251077	637.077538	637.899077	606.904615
15.400000	933.401846	637.112000	637.907692	606.918154
15.500000	933.573231	637.150154	637.934154	606.920000
15.600000	933.700000	637.194462	637.970462	606.931077
15.700000	933.814462	637.249846	637.977231	606.944615
15.800000	933.868308	637.273231	637.956923	606.961231
15.900000	933.945231	637.304615	637.951385	606.966154
16.000000	934.077846	637.337231	637.933538	606.957538
16.100000	934.130462	637.364923	637.902154	606.930462
16.200000	934.090154	637.404308	637.895385	606.914462
16.300000	933.957538	637.441846	637.871385	606.897846
16.400000	933.837231	637.464000	637.866462	606.896615
16.500000	933.703692	637.482462	637.845538	606.912000
16.600000	933.642154	637.490462	637.812923	606.920615
16.700000	933.547077	637.480000	637.810462	606.922462
16.800000	933.509846	637.477538	637.862769	606.926769
16.900000	933.511692	637.475692	637.896615	606.934769
17.000000	933.467692	637.458462	637.946462	606.951385
17.100000	933.435385	637.452923	637.992000	606.982769
17.200000	933.455077	637.421538	638.026462	606.999385
17.300000	933.520923	637.393846	638.067692	607.016615
17.400000	933.604923	637.380308	638.097846	607.027077
17.500000	933.719077	637.352615	638.150769	607.010462
17.600000	933.790154	637.328000	638.214769	606.980923
17.700000	933.942462	637.315692	638.273846	606.953231
17.800000	934.077846	637.321231	638.259077	606.929231
17.900000	934.168308	637.324308	638.259077	606.901538
18.000000	934.273846	637.366154	638.235077	606.872615
18.100000	934.412615	637.401846	638.216000	606.828923
18.200000	934.541538	637.428923	638.187692	606.792000
18.300000	934.637846	637.440000	638.162462	606.745846
18.400000	934.685846	637.443077	638.137846	606.698462
18.500000	934.704000	637.462769	638.094769	606.679385
18.600000	934.686769	637.510769	638.054769	606.681846
18.700000	934.637846	637.552615	637.989538	606.689231
18.800000	934.578769	637.568000	637.979692	606.684923
18.900000	934.523385	637.595077	637.950154	606.689231
19.000000	934.456923	637.612308	637.944000	606.698462
19.100000	934.448923	637.604923	637.933538	606.737846
19.200000	934.440308	637.628923	637.940923	606.772923
19.300000	934.463692	637.651077	637.948923	606.804923
19.400000	934.512615	637.681846	637.963077	606.837538
19.500000	934.572000	637.721231	637.980308	606.856000
19.600000	934.672923	637.723077	637.992615	606.848615
19.700000	934.753231	637.728615	638.028308	606.855385
19.800000	934.862154	637.756923	638.026462	606.870154
19.900000	934.960615	637.763692	638.054154	606.876923
20.000000	935.057231	637.752000	638.065846	606.872000
20.100000	935.089538	637.759385	638.073846	606.828923
20.200000	935.169846	637.769231	638.057231	606.794462
20.300000	935.198462	637.808615	638.048000	606.766154
20.400000	935.267385	637.825846	638.035692	606.746462
20.500000	935.324000	637.816000	638.013538	606.726154
20.600000	935.326154	637.828308	637.981538	606.723692
20.700000	935.399077	637.841231	637.960000	606.686769
20.800000	935.397538	637.833846	637.947692	606.646769
20.900000	935.374769	637.832615	637.928000	606.616615
21.000000	935.368923	637.848000	637.925538	606.593231
21.100000	935.373538	637.863385	637.940923	606.593231
21.200000	935.294462	637.838154	637.976000	606.586462
21.300000	935.253846	637.813538	637.998769	606.592615
21.400000	935.108000	637.819077	638.006154	606.585231
21.500000	934.986462	637.848615	638.011077	606.577846
21.600000	934.903077	637.856615	638.019077	606.574154
21.700000	934.726462	637.871385	638.005538	606.607385
21.800000	934.612308	637.906462	638.034462	606.645538
21.900000	934.527692	637.940923	638.047385	606.672000
22.000000	934.409846	637.970462	638.051692	606.698462
22.100000	934.207385	638.016000	638.038769	606.713231
22.200000	934.006462	638.092923	638.032000	606.728615
22.300000	933.859077	638.126154	638.022769	606.729846
22.400000	933.812000	638.132308	638.031385	606.739077
22.500000	933.761846	638.130462	638.072615	606.756308
22.600000	933.760923	638.139077	638.126154	606.765538
22.700000	933.813231	638.133538	638.180923	606.777231
22.800000	933.862154	638.115692	638.209846	606.779077
22.900000	933.945846	638.109538	638.248615	606.785231
23.000000	934.114769	638.097231	638.279385	606.790154
23.100000	934.441538	638.065846	638.315077	606.811692
23.200000	934.758769	638.015385	638.328000	606.836923
23.300000	934.982769	637.996923	638.332308	606.860923
23.400000	935.167077	637.995692	638.332308	606.889846
23.500000	935.363692	637.987692	638.316308	606.900308
23.600000	935.582769	637.986462	638.279385	606.907692
23.700000	935.780308	637.993231	638.246769	606.868308
