  30.170        103.50	    14.387
  30.180        108.00	    14.697
  30.190        104.00	    14.422
  30.200         99.00	    14.071
  30.210         87.00	    13.191
  30.220         84.00	    12.961
  30.230        108.50	    14.731
  30.240        107.50	    14.663
  30.250         97.00	    13.928
  30.260         91.00	    13.491
  30.270        105.00	    14.491
  30.280         87.00	    13.191
  30.290        118.00	    15.362
  30.300        113.50	    15.067
  30.310        107.50	    14.663
  30.320        104.00	    14.422
  30.330        100.00	    14.142
  30.340        109.00	    14.765
  30.350        105.00	    14.491
  30.360        100.00	    14.142
  30.370        108.00	    14.697
  30.380        109.50	    14.799
  30.390        102.50	    14.318
  30.400         97.00	    13.928
  30.410         94.00	    13.711
  30.420        109.00	    14.765
  30.430        111.00	    14.900
  30.440        100.00	    14.142
  30.450        104.50	    14.457
  30.460         88.00	    13.266
  30.470        110.00	    14.832
  30.480        110.50	    14.866
  30.490         94.00	    13.711
  30.500        101.00	    14.213
  30.510        115.50	    15.199
  30.520        120.50	    15.524
  30.530        108.00	    14.697
  30.540        102.50	    14.318
  30.550        100.50	    14.177
  30.560        114.00	    15.100
  30.570        100.50	    14.177
  30.580        120.00	    15.492
  30.590        110.00	    14.832
  30.600        106.50	    14.595
  30.610         90.50	    13.454
  30.620        105.00	    14.491
  30.630        114.50	    15.133
  30.640         98.50	    14.036
  30.650        106.50	    14.595
  30.660         94.00	    13.711
  30.670        106.50	    14.595
  30.680        105.00	    14.491
  30.690         96.00	    13.856
  30.700        108.50	    14.731
  30.710        104.50	    14.457
  30.720         84.50	    13.000
  30.730        115.50	    15.199
  30.740        104.00	    14.422
  30.750        110.00	    14.832
  30.760        123.00	    15.684
  30.770        108.50	    14.731
  30.780         91.50	    13.528
  30.790        100.50	    14.177
  30.800        103.00	    14.353
  30.810        101.00	    14.213
  30.820         99.00	    14.071
  30.830         99.50	    14.107
  30.840        101.00	    14.213
  30.850        100.00	    14.142
  30.860         96.00	    13.856
  30.870        110.50	    14.866
  30.880         94.00	    13.711
  30.890        104.00	    14.422
  30.900         96.00	    13.856
  30.910        111.00	    14.900
  30.920        104.00	    14.422
  30.930        103.50	    14.387
  30.940        116.00	    15.232
  30.950        108.50	    14.731
  30.960        103.50	    14.387
  30.970        104.50	    14.457
  30.980        117.50	    15.330
  30.990         92.50	    13.601
  31.000         95.00	    13.784
  31.010        103.00	    14.353
  31.020         99.00	    14.071
  31.030         99.00	    14.071
  31.040        107.00	    14.629
  31.050        107.00	    14.629
  31.060        106.00	    14.560
  31.070        105.50	    14.526
  31.080        104.00	    14.422
  31.090        102.00	    14.283
  31.100        108.00	    14.697
  31.110        108.00	    14.697
  31.120         97.50	    13.964
  31.130        107.50	    14.663
  31.140        101.50	    14.248
  31.150        101.00	    14.213
  31.160        104.50	    14.457
  31.170        105.50	    14.526
  31.180         97.00	    13.928
  31.190        112.50	    15.000
  31.200        108.00	    14.697
  31.210        105.50	    14.526
  31.220         97.00	    13.928
  31.230         95.00	    13.784
  31.240        100.50	    14.177
  31.250        110.50	    14.866
  31.260        110.50	    14.866
  31.270        101.00	    14.213
  31.280        115.50	    15.199
  31.290        106.00	    14.560
  31.300        101.50	    14.248
  31.310        112.50	    15.000
  31.320        109.50	    14.799
  31.330        103.50	    14.387
  31.340        114.00	    15.100
  31.350        106.50	    14.595
  31.360        122.00	    15.620
  31.370        130.50	    16.155
  31.380        125.50	    15.843
  31.390        137.50	    16.583
  31.400        154.50	    17.578
  31.410        160.50	    17.916
  31.420        164.00	    18.111
  31.430        154.50	    17.578
  31.440        147.00	    17.146
  31.450        155.50	    17.635
  31.460        167.50	    18.303
  31.470        166.50	    18.248
  31.480        173.00	    18.601
  31.490        164.00	    18.111
  31.500        180.00	    18.974
  31.510        152.50	    17.464
  31.520        160.50	    17.916
  31.530        162.50	    18.028
  31.540        167.50	    18.303
  31.550        167.50	    18.303
  31.560        184.00	    19.183
  31.570        192.00	    19.596
  31.580        224.50	    21.190
  31.590        275.50	    23.473
  31.600        327.50	    25.593
  31.610        464.50	    30.480
  31.620        597.00	    34.554
  31.630        874.00	    41.809
  31.640       1201.50	    49.020
  31.650       1594.50	    56.471
  31.660       1819.50	    60.324
  31.670       2062.00	    64.218
  31.680       2014.50	    63.474
  31.690       1675.50	    57.888
  31.700       1254.00	    50.080
  31.710        822.50	    40.559
  31.720        513.00	    32.031
  31.730        397.50	    28.196
  31.740        293.00	    24.207
  31.750        281.50	    23.728
  31.760        236.50	    21.749
  31.770        235.50	    21.703
  31.780        205.50	    20.273
  31.790        200.50	    20.025
  31.800        181.00	    19.026
  31.810        199.00	    19.950
  31.820        213.00	    20.640
  31.830        187.50	    19.365
  31.840        172.50	    18.574
  31.850        174.00	    18.655
  31.860        162.50	    18.028
  31.870        161.00	    17.944
  31.880        161.00	    17.944
  31.890        161.00	    17.944
  31.900        149.00	    17.263
  31.910        148.00	    17.205
  31.920        130.50	    16.155
  31.930        123.50	    15.716
  31.940        133.50	    16.340
  31.950        126.50	    15.906
  31.960        132.50	    16.279
  31.970        129.00	    16.062
  31.980        122.00	    15.620
  31.990        125.00	    15.811
  32.000        101.00	    14.213
  32.010        121.00	    15.556
  32.020        114.00	    15.100
  32.030        118.00	    15.362
  32.040        119.50	    15.460
  32.050        113.00	    15.033
  32.060        110.50	    14.866
  32.070         98.00	    14.000
  32.080        122.50	    15.652
  32.090        118.00	    15.362
  32.100        123.50	    15.716
  32.110        117.50	    15.330
  32.120        111.00	    14.900
  32.130        110.00	    14.832
  32.140        112.00	    14.967
  32.150        114.50	    15.133
  32.160        115.00	    15.166
  32.170        104.50	    14.457
  32.180        115.00	    15.166
  32.190        110.50	    14.866
  32.200        113.00	    15.033
  32.210        115.50	    15.199
  32.220        107.00	    14.629
  32.230        107.50	    14.663
  32.240        102.00	    14.283
  32.250        112.50	    15.000
  32.260        104.50	    14.457
  32.270        117.00	    15.297
  32.280        124.00	    15.748
  32.290        121.00	    15.556
  32.300        117.00	    15.297
  32.310        116.00	    15.232
  32.320         96.00	    13.856
  32.330        113.50	    15.067
  32.340        100.00	    14.142
  32.350        120.50	    15.524
  32.360        100.00	    14.142
  32.370        101.00	    14.213
  32.380        109.00	    14.765
  32.390        115.00	    15.166
  32.400        123.50	    15.716
  32.410        102.50	    14.318
  32.420        104.50	    14.457
  32.430        116.00	    15.232
  32.440         96.50	    13.892
  32.450        109.50	    14.799
  32.460        116.00	    15.232
  32.470        110.00	    14.832
  32.480         96.00	    13.856
  32.490        100.00	    14.142
  32.500        108.50	    14.731
  32.510        116.50	    15.264
  32.520        121.50	    15.588
  32.530        102.50	    14.318
  32.540        107.50	    14.663
  32.550        111.50	    14.933
  32.560        103.50	    14.387
  32.570        109.50	    14.799
  32.580        111.00	    14.900
  32.590        101.50	    14.248
  32.600        107.50	    14.663
  32.610        106.50	    14.595
  32.620         96.00	    13.856
  32.630        118.50	    15.395
  32.640        103.00	    14.353
  32.650        102.00	    14.283
  32.660         93.00	    13.638
  32.670        112.50	    15.000
  32.680         95.50	    13.820
  32.690        108.00	    14.697
  32.700        104.50	    14.457
  32.710        109.50	    14.799
  32.720        110.00	    14.832
  32.730        108.00	    14.697
  32.740        115.00	    15.166
  32.750        108.00	    14.697
  32.760        104.50	    14.457
  32.770         94.00	    13.711
  32.780        102.00	    14.283
  32.790        102.00	    14.283
  32.800         90.00	    13.416
  32.810         89.00	    13.342
  32.820         98.50	    14.036
  32.830        105.50	    14.526
  32.840        102.00	    14.283
  32.850        110.00	    14.832
  32.860        116.00	    15.232
  32.870         98.50	    14.036
  32.880         94.00	    13.711
  32.890        100.00	    14.142
  32.900        108.50	    14.731
  32.910         93.50	    13.675
  32.920         85.50	    13.077
  32.930        105.00	    14.491
  32.940         91.50	    13.528
  32.950         93.00	    13.638
  32.960         97.00	    13.928
  32.970         95.50	    13.820
  32.980        106.00	    14.560
  32.990        108.00	    14.697
  33.000        112.00	    14.967
  33.010        111.50	    14.933
  33.020         97.00	    13.928
  33.030        108.00	    14.697
  33.040         90.00	    13.416
  33.050         92.50	    13.601
  33.060        101.00	    14.213
  33.070         98.50	    14.036
  33.080        101.50	    14.248
  33.090        107.50	    14.663
  33.100         97.50	    13.964
  33.110         91.00	    13.491
  33.120        100.00	    14.142
  33.130        100.00	    14.142
  33.140         87.50	    13.229
  33.150        113.50	    15.067
  33.160        113.00	    15.033
  33.170        104.00	    14.422
  33.180        111.00	    14.900
  33.190         85.00	    13.038
  33.200        107.50	    14.663
  33.210         92.50	    13.601
  33.220        103.00	    14.353
  33.230         95.50	    13.820
  33.240        101.50	    14.248
  33.250         92.50	    13.601
  33.260        104.50	    14.457
  33.270        101.00	    14.213
  33.280         93.50	    13.675
  33.290         91.00	    13.491
  33.300         95.50	    13.820
  33.310        103.50	    14.387
  33.320         99.00	    14.071
  33.330        101.50	    14.248
  33.340         94.00	    13.711
  33.350        115.50	    15.199
  33.360        122.00	    15.620
  33.370        103.50	    14.387
  33.380         90.50	    13.454
  33.390        107.50	    14.663
  33.400        110.50	    14.866
  33.410        100.50	    14.177
  33.420        105.00	    14.491
  33.430        103.00	    14.353
  33.440        108.00	    14.697
  33.450        118.50	    15.395
  33.460        102.50	    14.318
  33.470         90.50	    13.454
  33.480        101.00	    14.213
  33.490        114.50	    15.133
  33.500        105.00	    14.491
  33.510        110.50	    14.866
  33.520         93.50	    13.675
  33.530        104.00	    14.422
  33.540        110.50	    14.866
  33.550        111.00	    14.900
  33.560        124.00	    15.748
  33.570        123.50	    15.716
  33.580        119.50	    15.460
  33.590        125.00	    15.811
  33.600        138.00	    16.613
  33.610        156.50	    17.692
  33.620        176.50	    18.788
  33.630        195.00	    19.748
  33.640        200.50	    20.025
  33.650        203.00	    20.149
  33.660        197.00	    19.849
  33.670        160.50	    17.916
  33.680        137.00	    16.553
  33.690        125.00	    15.811
  33.700        126.00	    15.875
  33.710         97.50	    13.964
  33.720        115.00	    15.166
  33.730        105.50	    14.526
  33.740        103.50	    14.387
  33.750        105.50	    14.526
  33.760        115.00	    15.166
  33.770        107.50	    14.663
  33.780        110.50	    14.866
  33.790        112.50	    15.000
  33.800        110.50	    14.866
  33.810        107.00	    14.629
  33.820        110.50	    14.866
  33.830        104.00	    14.422
  33.840         99.50	    14.107
  33.850        102.50	    14.318
  33.860        100.00	    14.142
  33.870        113.00	    15.033
  33.880        128.00	    16.000
  33.890        120.50	    15.524
  33.900        119.50	    15.460
  33.910        106.00	    14.560
  33.920        114.00	    15.100
  33.930        110.00	    14.832
  33.940        118.50	    15.395
  33.950        114.00	    15.100
  33.960        122.00	    15.620
  33.970        126.50	    15.906
