Время,Канал A
(uс),(В)

-10.24033008,0.01464888
-10.22033008,0.01464888
-10.20033008,0.01464888
-10.18033008,0.01464888
-10.16033008,0.01464888
-10.14033008,0.01464888
-10.12033009,0.00570696
-10.10033009,0.01464888
-10.08033009,0.00570696
-10.06033009,0.01464888
-10.04033009,0.01464888
-10.02033009,0.00570696
-10.00033009,0.01464888
-9.98033009,0.01464888
-9.96033009,0.01464888
-9.94033009,0.01464888
-9.92033009,0.01464888
-9.90033009,0.01464888
-9.88033009,0.01464888
-9.86033009,0.00570696
-9.84033009,0.00570696
-9.82033009,0.00570696
-9.80033009,0.00570696
-9.78033009,0.00570696
-9.76033009,0.00570696
-9.74033009,0.01464888
-9.72033009,0.00570696
-9.70033009,0.00570696
-9.68033009,0.01464888
-9.66033009,0.01464888
-9.64033009,0.01464888
-9.62033009,0.00570696
-9.60033009,0.01464888
-9.58033009,0.00570696
-9.56033009,0.01464888
-9.54033009,0.01464888
-9.52033009,0.01464888
-9.50033009,0.00570696
-9.48033009,0.00570696
-9.46033009,0.01464888
-9.44033009,0.00570696
-9.42033009,0.01464888
-9.40033009,0.01464888
-9.38033009,0.00570696
-9.36033009,0.00570696
-9.34033009,0.00570696
-9.32033009,0.00570696
-9.30033009,0.01464888
-9.28033009,0.01464888
-9.26033009,0.01464888
-9.24033009,0.00570696
-9.22033009,0.00570696
-9.20033009,0.00570696
-9.18033009,0.00570696
-9.16033009,0.00570696
-9.14033009,0.00570696
-9.12033009,0.00570696
-9.10033009,0.01464888
-9.08033009,0.01464888
-9.06033009,0.00570696
-9.04033009,0.01464888
-9.02033009,0.00570696
-9.00033009,0.00570696
-8.98033009,0.00570696
-8.96033009,0.00570696
-8.94033009,0.00570696
-8.92033009,0.00570696
-8.90033009,0.01464888
-8.88033009,0.00570696
-8.86033009,0.00570696
-8.84033009,0.01464888
-8.82033009,0.00570696
-8.80033009,0.00570696
-8.78033009,0.00570696
-8.76033009,0.01464888
-8.74033009,0.01464888
-8.72033009,0.00570696
-8.70033009,0.01464888
-8.68033009,0.00570696
-8.66033009,0.00570696
-8.64033009,0.01464888
-8.62033009,0.00570696
-8.60033009,0.01464888
-8.58033009,0.00570696
-8.56033009,0.00570696
-8.54033009,0.00570696
-8.52033009,0.00570696
-8.50033009,0.01464888
-8.48033010,0.00570696
-8.46033010,0.01464888
-8.44033010,0.01464888
-8.42033010,0.00570696
-8.40033010,0.00570696
-8.38033010,0.00570696
-8.36033010,0.00570696
-8.34033010,0.01464888
-8.32033010,0.00570696
-8.30033010,0.01464888
-8.28033010,0.00570696
-8.26033010,0.01464888
-8.24033010,0.01464888
-8.22033010,0.01464888
-8.20033010,0.01464888
-8.18033010,0.00570696
