Время,Канал A
(uс),(В)

-10.25570418,0.00570696
-10.23570418,0.00570696
-10.21570418,0.00570696
-10.19570418,0.00570696
-10.17570418,0.00570696
-10.15570418,0.00570696
-10.13570418,0.00570696
-10.11570418,0.00570696
-10.09570418,0.00570696
-10.07570418,0.00570696
-10.05570418,0.00570696
-10.03570418,0.00570696
-10.01570418,0.00570696
-9.99570418,0.00570696
-9.97570418,0.00570696
-9.95570418,0.00570696
-9.93570418,0.00570696
-9.91570418,0.00570696
-9.89570418,0.01464888
-9.87570419,0.00570696
-9.85570419,0.00570696
-9.83570419,0.00570696
-9.81570419,0.00570696
-9.79570419,0.00570696
-9.77570419,0.00570696
-9.75570419,0.00570696
-9.73570419,0.00570696
-9.71570419,0.00570696
-9.69570419,0.00570696
-9.67570419,0.01464888
-9.65570419,0.00570696
-9.63570419,0.00570696
-9.61570419,0.01464888
-9.59570419,0.00570696
-9.57570419,0.00570696
-9.55570419,0.01464888
-9.53570419,0.00570696
-9.51570419,0.00570696
-9.49570419,0.00570696
-9.47570419,0.00570696
-9.45570419,0.01464888
-9.43570419,0.00570696
-9.41570419,0.00570696
-9.39570419,0.00570696
-9.37570419,0.00570696
-9.35570419,0.00570696
-9.33570419,0.00570696
-9.31570419,0.00570696
-9.29570419,0.00570696
-9.27570419,0.00570696
-9.25570419,0.00570696
-9.23570419,0.00570696
-9.21570419,0.00570696
-9.19570419,0.00570696
-9.17570419,0.00570696
-9.15570419,0.00570696
-9.13570419,0.00570696
-9.11570419,0.01464888
-9.09570419,0.01464888
-9.07570419,0.00570696
-9.05570419,0.00570696
-9.03570419,0.00570696
-9.01570419,0.01464888
-8.99570419,0.00570696
-8.97570419,0.00570696
-8.95570419,0.00570696
-8.93570419,0.00570696
-8.91570419,0.00570696
-8.89570419,0.00570696
-8.87570419,0.00570696
-8.85570419,0.01464888
-8.83570419,0.01464888
-8.81570419,0.00570696
-8.79570419,0.00570696
-8.77570419,0.00570696
-8.75570419,0.01464888
-8.73570419,0.00570696
-8.71570419,0.01464888
-8.69570419,0.00570696
-8.67570419,0.00570696
-8.65570419,0.00570696
-8.63570419,0.01464888
-8.61570419,0.01464888
-8.59570419,0.01464888
-8.57570419,0.01464888
-8.55570419,0.00570696
-8.53570419,0.00570696
-8.51570419,0.00570696
-8.49570419,0.00570696
-8.47570419,0.00570696
-8.45570419,0.00570696
-8.43570419,0.01464888
-8.41570419,0.01464888
-8.39570419,0.01464888
-8.37570419,0.01464888
-8.35570419,0.01464888
-8.33570419,0.00570696
-8.31570419,0.00570696
-8.29570419,0.00570696
-8.27570419,0.00570696
-8.25570419,0.01464888
-8.23570420,0.00570696
-8.21570420,0.00570696
-8.19570420,0.00570696
