Время	Канал A
(uс)	(В)

-10.24347876	0.01464888
-10.22347876	0.01464888
-10.20347876	0.01464888
-10.18347876	0.01464888
-10.16347876	0.01464888
-10.14347876	0.01464888
-10.12347876	0.01464888
-10.10347876	0.01464888
-10.08347876	0.01464888
-10.06347876	0.01464888
-10.04347876	0.00570696
-10.02347876	0.00570696
-10.00347876	0.01464888
-9.98347876	0.01464888
-9.96347876	0.01464888
-9.94347876	0.01464888
-9.92347876	0.01464888
-9.90347876	0.01464888
-9.88347876	0.01464888
-9.86347876	0.00570696
-9.84347876	0.00570696
-9.82347876	0.00570696
-9.80347876	0.01464888
-9.78347876	0.00570696
-9.76347876	0.00570696
-9.74347876	0.01464888
-9.72347876	0.00570696
-9.70347876	0.00570696
-9.68347876	0.00570696
-9.66347876	0.00570696
-9.64347876	0.00570696
-9.62347876	0.00570696
-9.60347876	0.01464888
-9.58347876	0.00570696
-9.56347876	0.00570696
-9.54347876	0.01464888
-9.52347876	0.01464888
-9.50347876	0.01464888
-9.48347876	0.00570696
-9.46347876	0.01464888
-9.44347876	0.00570696
-9.42347876	0.01464888
-9.40347876	0.01464888
-9.38347876	0.01464888
-9.36347876	0.00570696
-9.34347876	0.00570696
-9.32347876	0.01464888
-9.30347876	0.00570696
-9.28347876	0.01464888
-9.26347876	0.01464888
-9.24347876	0.01464888
-9.22347876	0.00570696
-9.20347876	0.00570696
-9.18347876	0.00570696
-9.16347876	0.00570696
-9.14347876	0.00570696
-9.12347876	0.00570696
-9.10347876	0.00570696
-9.08347876	0.00570696
-9.06347876	0.01464888
-9.04347876	0.00570696
-9.02347876	0.00570696
-9.00347876	0.00570696
-8.98347876	0.00570696
-8.96347876	0.00570696
-8.94347876	0.00570696
-8.92347876	0.00570696
-8.90347876	0.00570696
-8.88347876	0.00570696
-8.86347876	0.00570696
-8.84347876	0.00570696
-8.82347876	0.00570696
-8.80347876	0.00570696
-8.78347876	0.00570696
-8.76347876	0.00570696
-8.74347876	0.00570696
-8.72347876	0.00570696
-8.70347876	0.00570696
-8.68347876	0.00570696
-8.66347876	0.00570696
-8.64347876	0.00570696
-8.62347876	0.00570696
-8.60347876	0.00570696
-8.58347877	0.00570696
-8.56347877	0.00570696
-8.54347877	0.00570696
-8.52347877	0.00570696
-8.50347877	0.00570696
-8.48347877	0.00570696
-8.46347877	0.00570696
-8.44347877	0.00570696
-8.42347877	0.00570696
-8.40347877	0.00570696
-8.38347877	0.00570696
-8.36347877	0.00570696
-8.34347877	0.00570696
-8.32347877	0.00570696
-8.30347877	0.00570696
-8.28347877	0.00570696
-8.26347877	0.00570696
-8.24347877	0.00570696
-8.22347877	0.00570696
-8.20347877	0.00570696
-8.18347877	0.00570696
