Время	Канал A
(uс)	(В)

-10.25723122	0.01464888
-10.23723122	0.01464888
-10.21723122	0.01464888
-10.19723122	0.01464888
-10.17723122	0.01464888
-10.15723122	0.01464888
-10.13723123	0.01464888
-10.11723123	0.01464888
-10.09723123	0.01464888
-10.07723123	0.01464888
-10.05723123	0.01464888
-10.03723123	0.01464888
-10.01723123	0.01464888
-9.99723123	0.01464888
-9.97723123	0.01464888
-9.95723123	0.01464888
-9.93723123	0.01464888
-9.91723123	0.01464888
-9.89723123	0.01464888
-9.87723123	0.01464888
-9.85723123	0.01464888
-9.83723123	0.01464888
-9.81723123	0.01464888
-9.79723123	0.01464888
-9.77723123	0.01464888
-9.75723123	0.01464888
-9.73723123	0.01464888
-9.71723123	0.01464888
-9.69723123	0.01464888
-9.67723123	0.01464888
-9.65723123	0.01464888
-9.63723123	0.02362133
-9.61723123	0.01464888
-9.59723123	0.01464888
-9.57723123	0.01464888
-9.55723123	0.01464888
-9.53723123	0.01464888
-9.51723123	0.01464888
-9.49723123	0.01464888
-9.47723123	0.01464888
-9.45723123	0.01464888
-9.43723123	0.01464888
-9.41723123	0.01464888
-9.39723123	0.01464888
-9.37723123	0.01464888
-9.35723123	0.01464888
-9.33723123	0.01464888
-9.31723123	0.01464888
-9.29723123	0.02362133
-9.27723123	0.01464888
-9.25723123	0.01464888
-9.23723123	0.01464888
-9.21723123	0.01464888
-9.19723123	0.01464888
-9.17723123	0.01464888
-9.15723123	0.01464888
-9.13723123	0.01464888
-9.11723123	0.01464888
-9.09723123	0.01464888
-9.07723123	0.01464888
-9.05723123	0.01464888
-9.03723123	0.01464888
-9.01723123	0.01464888
-8.99723123	0.01464888
-8.97723123	0.01464888
-8.95723123	0.01464888
-8.93723123	0.01464888
-8.91723123	0.01464888
-8.89723123	0.01464888
-8.87723123	0.01464888
-8.85723123	0.01464888
-8.83723123	0.01464888
-8.81723123	0.01464888
-8.79723123	0.01464888
-8.77723123	0.01464888
-8.75723123	0.01464888
-8.73723123	0.01464888
-8.71723123	0.01464888
-8.69723123	0.01464888
-8.67723123	0.01464888
-8.65723123	0.01464888
-8.63723123	0.01464888
-8.61723123	0.01464888
-8.59723123	0.01464888
-8.57723123	0.01464888
-8.55723123	0.01464888
-8.53723123	0.01464888
-8.51723123	0.01464888
-8.49723124	0.01464888
-8.47723124	0.01464888
-8.45723124	0.01464888
-8.43723124	0.01464888
-8.41723124	0.01464888
-8.39723124	0.01464888
-8.37723124	0.01464888
-8.35723124	0.01464888
-8.33723124	0.01464888
-8.31723124	0.01464888
-8.29723124	0.01464888
-8.27723124	0.01464888
-8.25723124	0.01464888
-8.23723124	0.01464888
-8.21723124	0.01464888
-8.19723124	0.01464888
