Время	Канал A
(uс)	(В)

-10.24436187	0.00570696
-10.22436187	0.00570696
-10.20436187	0.00570696
-10.18436187	0.01464888
-10.16436187	0.00570696
-10.14436187	0.00570696
-10.12436188	0.00570696
-10.10436188	0.00570696
-10.08436188	0.00570696
-10.06436188	0.00570696
-10.04436188	0.00570696
-10.02436188	0.01464888
-10.00436188	0.00570696
-9.98436188	0.01464888
-9.96436188	0.00570696
-9.94436188	0.01464888
-9.92436188	0.00570696
-9.90436188	0.00570696
-9.88436188	0.00570696
-9.86436188	0.00570696
-9.84436188	0.00570696
-9.82436188	0.00570696
-9.80436188	0.00570696
-9.78436188	0.00570696
-9.76436188	0.00570696
-9.74436188	0.00570696
-9.72436188	0.01464888
-9.70436188	0.01464888
-9.68436188	0.01464888
-9.66436188	0.01464888
-9.64436188	0.01464888
-9.62436188	0.01464888
-9.60436188	0.01464888
-9.58436188	0.01464888
-9.56436188	0.00570696
-9.54436188	0.01464888
-9.52436188	0.00570696
-9.50436188	0.01464888
-9.48436188	0.01464888
-9.46436188	0.01464888
-9.44436188	0.01464888
-9.42436188	0.01464888
-9.40436188	0.01464888
-9.38436188	0.01464888
-9.36436188	0.01464888
-9.34436188	0.01464888
-9.32436188	0.01464888
-9.30436188	0.01464888
-9.28436188	0.01464888
-9.26436188	0.00570696
-9.24436188	0.00570696
-9.22436188	0.01464888
-9.20436188	0.00570696
-9.18436188	0.00570696
-9.16436188	0.01464888
-9.14436188	0.00570696
-9.12436188	0.01464888
-9.10436188	0.01464888
-9.08436188	0.01464888
-9.06436188	0.01464888
-9.04436188	0.00570696
-9.02436188	0.01464888
-9.00436188	0.00570696
-8.98436188	0.01464888
-8.96436188	0.01464888
-8.94436188	0.01464888
-8.92436188	0.01464888
-8.90436188	0.01464888
-8.88436188	0.00570696
-8.86436188	0.00570696
-8.84436188	0.01464888
-8.82436188	0.01464888
-8.80436188	0.01464888
-8.78436188	0.00570696
-8.76436188	0.00570696
-8.74436188	0.00570696
-8.72436188	0.00570696
-8.70436188	0.01464888
-8.68436188	0.00570696
-8.66436188	0.01464888
-8.64436188	0.01464888
-8.62436188	0.00570696
-8.60436188	0.00570696
-8.58436188	0.01464888
-8.56436188	0.00570696
-8.54436188	0.01464888
-8.52436188	0.01464888
-8.50436188	0.00570696
-8.48436189	0.01464888
-8.46436189	0.00570696
-8.44436189	0.01464888
-8.42436189	0.00570696
-8.40436189	0.00570696
-8.38436189	0.01464888
-8.36436189	0.00570696
-8.34436189	0.01464888
-8.32436189	0.00570696
-8.30436189	0.00570696
-8.28436189	0.00570696
-8.26436189	0.01464888
-8.24436189	0.01464888
-8.22436189	0.01464888
-8.20436189	0.01464888
-8.18436189	0.00570696
