25.10.2018   N1108
Образец: "Chinese_Precise"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   1935     975     970    67,2
   1940     941     973    67,2
   1945     471     976    33,6
   1950     134     978     0,0
   1955    67,2     980    67,2
   1960    67,2     983    67,2
   1965    67,2     985    67,2
   1970    67,2     988    67,2
   1975    33,6     990    33,6
   1980     101     993    67,2
   1985     101     995    67,2
   1990     101     998     134
   1995    33,6    1000     101
   2000    33,6    1003    33,6
   2005     101    1005    33,6
   2010     101    1008    33,6
   2015    33,6    1010    67,2
   2020    33,6    1013    67,2
   2025    33,6    1015    33,6
   2030    67,2    1018     0,0
   2035    67,2    1020    67,2
   2040     101    1023     101
   2045     0,0    1025    67,2
   2050     168    1028    33,6
   2055     0,0    1030     0,0
   2060    33,6    1033    33,6
   2065    67,2    1035    67,2
   2070    67,2    1038    67,2
   2075     101    1040    33,6
   2080    67,2    1043    33,6
   2085    33,6    1045     101
   2090    67,2    1048    67,2
   2095    33,6    1050    67,2
   2100     101    1052    67,2
   2105    33,6    1055     0,0
   2110    67,2    1057    33,6
   2115    67,2    1060    67,2
   2120    67,2    1062    33,6
   2125    33,6    1065    33,6
   2130    33,6    1067    33,6
   2135    67,2    1070    33,6
   2140    33,6    1072    67,2
   2145     0,0    1075    67,2
   2150    67,2    1077     0,0
   2155    33,6    1080    33,6
   2160    67,2    1082    33,6
   2165    33,6    1085     0,0
   2170     0,0    1087    67,2
   2175    33,6    1090    33,6
   2180     0,0    1092    33,6
   2185    67,2    1095    33,6
   2190    33,6    1097     0,0
   2195     0,0    1100    33,6
   2200    33,6    1102    33,6
   2205    33,6    1105    33,6
   2210     101    1107    33,6
   2215    67,2    1110    33,6
   2220     0,0    1112    33,6
   2225     101    1115    33,6
   2230     0,0    1117    67,2
   2235    33,6    1119    33,6
   2240     0,0    1122     101
   2245     0,0    1125    67,2
   2250    33,6    1127    33,6
   2255     0,0    1129    67,2
   2260    33,6    1132    33,6
   2265     0,0    1134     0,0
   2270    67,2    1137     101
   2275    33,6    1139    67,2
   2280     134    1142    33,6
   2285    33,6    1144    33,6
   2290     134    1147     0,0
   2295    67,2    1149    67,2
   2300     0,0    1152     0,0
   2305    33,6    1154    67,2
   2310    33,6    1157     101
   2315    33,6    1159     101
   2320     0,0    1162    67,2
   2325     0,0    1164    33,6
   2330     0,0    1167     0,0
   2335    67,2    1169     0,0
   2340     0,0    1172    33,6
   2345    33,6    1174     0,0
   2350    33,6    1177     0,0
   2355     0,0    1179    33,6
   2360     0,0    1182     0,0
   2365    33,6    1184     0,0
   2370    33,6    1187     0,0
   2375    67,2    1189    33,6
   2380    33,6    1192    33,6
   2385     0,0    1194     0,0
   2390    33,6    1197     0,0
   2395     0,0    1199    33,6
   2400     0,0    1202     0,0
   2405     0,0    1204     0,0
   2410     0,0    1207    33,6
   2415     0,0    1209    67,2
   2420     0,0    1212     0,0
   2425    33,6    1214    33,6
   2430     0,0    1216     0,0
   2435    33,6    1219    67,2
   2440    33,6    1221    33,6
   2445     0,0    1224    33,6
   2450    33,6    1226    33,6
   2455     0,0    1229     0,0
   2460     0,0    1231    33,6
   2465     0,0    1234    33,6
   2470     0,0    1236     0,0
   2475     0,0    1239    33,6
   2480    33,6    1241     0,0
   2485     0,0    1244     0,0
   2490     0,0    1246    33,6
   2495     0,0    1249    33,6
   2500     0,0    1251     0,0
   2505     0,0    1254     0,0
   2510     0,0    1256    33,6
   2515     0,0    1259    33,6
   2520     0,0    1261     0,0
   2525     0,0    1264     0,0
   2530    33,6    1266     101
   2535    33,6    1269     0,0
   2540     0,0    1271     0,0
   2545     0,0    1274     0,0
   2550    33,6    1276    67,2
   2555     0,0    1279     0,0
   2560    67,2    1281     0,0
   2565     0,0    1284    33,6
   2570     0,0    1286     0,0
   2575    33,6    1289     0,0
   2580     0,0    1291    33,6
   2585     0,0    1294     0,0
   2590     0,0    1296    33,6
   2595    33,6    1299    33,6
   2600     0,0    1301     0,0
   2605    33,6    1304     101
   2610     0,0    1306     0,0
   2615     0,0    1309     0,0
   2620     0,0    1311     0,0
   2625     0,0    1314     0,0
   2630     0,0    1316     0,0
