25.10.2018   N1108
Образец: "C:\Documents and Settings\student\Рабочий стол\PhysLab5\47_Ag"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2367    33,5    1185    33,5
   2377    33,5    1190     0,0
   2387    67,0    1195    33,5
   2397    67,0    1200    67,0
   2407     0,0    1205     0,0
   2417     134    1210     0,0
   2427    67,0    1215    33,5
   2437     0,0    1220    33,5
   2447     0,0    1225    67,0
   2457    33,5    1230    67,0
   2467     0,0    1235    33,5
   2477    67,0    1240     0,0
   2487     0,0    1245     0,0
   2497     0,0    1250    67,0
   2507    67,0    1255    33,5
   2517    33,5    1260     0,0
   2527    67,0    1265     0,0
   2537    33,5    1270     0,0
   2548    33,5    1275     0,0
   2558    33,5    1280     0,0
   2568    33,5    1285    67,0
   2578    33,5    1290    33,5
   2588    33,5    1295     0,0
   2598    67,0    1300    33,5
   2608     0,0    1305     0,0
   2618    33,5    1310    67,0
   2628    33,5    1315     0,0
   2638    67,0    1320     0,0
   2648     0,0    1325     0,0
   2658     0,0    1330     0,0
   2668    33,5    1335     0,0
   2678     0,0    1340    33,5
   2688     0,0    1345     0,0
   2698    33,5    1350     0,0
   2708     0,0    1355    33,5
   2718    33,5    1360     0,0
   2728    67,0    1365     0,0
   2738    33,5    1370     0,0
   2749    33,5    1375    33,5
   2758     0,0    1380     0,0
   2769    33,5    1385     0,0
   2779     0,0    1390     0,0
   2789     0,0    1395    33,5
   2799     0,0    1400     0,0
   2809    33,5    1405    67,0
   2819     0,0    1410    33,5
   2829    33,5    1415    33,5
   2839     0,0    1420     0,0
   2849     0,0    1425     0,0
   2859     0,0    1430    33,5
   2869    67,0    1435     0,0
   2879     0,0    1440    33,5
   2889     0,0    1445     0,0
   2899     0,0    1450     0,0
   2909     0,0    1455     0,0
   2919    33,5    1460     0,0
   2929     0,0    1465    33,5
   2939     0,0    1470     0,0
   2949     0,0    1475     0,0
   2959     0,0    1480     0,0
   2970     0,0    1485     0,0
   2979     0,0    1490    33,5
   2990     0,0    1495     0,0
   3000     0,0    1500     0,0
   3010     0,0    1505    67,3
   3020     0,0    1510     0,0
   3030     0,0    1515     0,0
   3040    33,6    1520     0,0
   3050    33,6    1525    33,6
   3060    33,6    1530     0,0
   3070     0,0    1535     0,0
   3080     0,0    1540    67,3
   3090     0,0    1545    33,6
   3100     0,0    1550     0,0
   3110     0,0    1555     0,0
   3120     0,0    1560     0,0
   3130     0,0    1565     0,0
   3140     0,0    1570     0,0
   3150     0,0    1575    33,6
   3160     0,0    1580     0,0
   3170     0,0    1585     0,0
   3180     0,0    1590     0,0
   3190     0,0    1595    33,6
   3200     0,0    1600     0,0
